Geography,fips_code,tract,TotalPop,Drove,Percent_Drove,Transit,Percent_Transit,Bike,Percent_Bike,Walk,Percent_Walk,WFH,Percent_WFH
"Census Tract 6025.06, Los Angeles County, California",6037602506,602506,1821,1484,81.49,138.00,7.58,26.00,1.43,15.00,0.82,74.00,4.06
"Census Tract 6025.07, Los Angeles County, California",6037602507,602507,2071,1718,82.96,273.00,13.18,13.00,0.63,0.00,0.00,31.00,1.50
"Census Tract 6025.08, Los Angeles County, California",6037602508,602508,3631,2984,82.18,282.00,7.77,48.00,1.32,66.00,1.82,44.00,1.21
"Census Tract 6025.09, Los Angeles County, California",6037602509,602509,1949,1732,88.87,112.00,5.75,18.00,0.92,14.00,0.72,55.00,2.82
"Census Tract 6026, Los Angeles County, California",6037602600,602600,3529,3087,87.48,314.00,8.90,0.00,0.00,67.00,1.90,45.00,1.28
"Census Tract 6027, Los Angeles County, California",6037602700,602700,1446,1338,92.53,48.00,3.32,0.00,0.00,19.00,1.31,41.00,2.84
"Census Tract 6028.01, Los Angeles County, California",6037602801,602801,1526,1260,82.57,261.00,17.10,0.00,0.00,5.00,0.33,0.00,0.00
"Census Tract 6028.02, Los Angeles County, California",6037602802,602802,1714,1458,85.06,140.00,8.17,0.00,0.00,4.00,0.23,88.00,5.13
"Census Tract 6029, Los Angeles County, California",6037602900,602900,1883,1610,85.50,190.00,10.09,0.00,0.00,44.00,2.34,9.00,0.48
"Census Tract 6030.01, Los Angeles County, California",6037603001,603001,3148,2896,91.99,6.00,0.19,0.00,0.00,74.00,2.35,90.00,2.86
"Census Tract 6030.04, Los Angeles County, California",6037603004,603004,780,655,83.97,51.00,6.54,13.00,1.67,49.00,6.28,10.00,1.28
"Census Tract 6030.05, Los Angeles County, California",6037603005,603005,2513,1968,78.31,234.00,9.31,14.00,0.56,144.00,5.73,39.00,1.55
"Census Tract 6030.06, Los Angeles County, California",6037603006,603006,1007,903,89.67,44.00,4.37,10.00,0.99,20.00,1.99,10.00,0.99
"Census Tract 6031.01, Los Angeles County, California",6037603101,603101,1800,1612,89.56,40.00,2.22,0.00,0.00,13.00,0.72,135.00,7.50
"Census Tract 6031.02, Los Angeles County, California",6037603102,603102,1626,1521,93.54,45.00,2.77,0.00,0.00,42.00,2.58,18.00,1.11
"Census Tract 6032, Los Angeles County, California",6037603200,603200,1595,1484,93.04,15.00,0.94,39.00,2.45,30.00,1.88,21.00,1.32
"Census Tract 6033.01, Los Angeles County, California",6037603301,603301,1804,1642,91.02,35.00,1.94,0.00,0.00,43.00,2.38,28.00,1.55
"Census Tract 6033.02, Los Angeles County, California",6037603302,603302,1696,1536,90.57,51.00,3.01,20.00,1.18,23.00,1.36,57.00,3.36
"Census Tract 6034, Los Angeles County, California",6037603400,603400,1865,1723,92.39,101.00,5.42,0.00,0.00,0.00,0.00,8.00,0.43
"Census Tract 6035, Los Angeles County, California",6037603500,603500,1585,1492,94.13,37.00,2.33,9.00,0.57,15.00,0.95,16.00,1.01
"Census Tract 6036, Los Angeles County, California",6037603600,603600,2136,1940,90.82,70.00,3.28,0.00,0.00,27.00,1.26,54.00,2.53
"Census Tract 6037.02, Los Angeles County, California",6037603702,603702,2228,2020,90.66,23.00,1.03,0.00,0.00,37.00,1.66,74.00,3.32
"Census Tract 6037.03, Los Angeles County, California",6037603703,603703,1313,1242,94.59,19.00,1.45,7.00,0.53,9.00,0.69,27.00,2.06
"Census Tract 6037.04, Los Angeles County, California",6037603704,603704,3008,2691,89.46,99.00,3.29,45.00,1.50,17.00,0.57,36.00,1.20
"Census Tract 6038.01, Los Angeles County, California",6037603801,603801,2382,2101,88.20,76.00,3.19,30.00,1.26,43.00,1.81,53.00,2.23
"Census Tract 6038.02, Los Angeles County, California",6037603802,603802,1884,1661,88.16,97.00,5.15,14.00,0.74,0.00,0.00,29.00,1.54
"Census Tract 6039, Los Angeles County, California",6037603900,603900,3926,3211,81.79,150.00,3.82,203.00,5.17,249.00,6.34,70.00,1.78
"Census Tract 6040.01, Los Angeles County, California",6037604001,604001,2061,1796,87.14,63.00,3.06,8.00,0.39,88.00,4.27,84.00,4.08
"Census Tract 6040.02, Los Angeles County, California",6037604002,604002,2399,1967,81.99,128.00,5.34,44.00,1.83,97.00,4.04,124.00,5.17
"Census Tract 6041, Los Angeles County, California",6037604100,604100,3894,3396,87.21,135.00,3.47,62.00,1.59,57.00,1.46,134.00,3.44
"Census Tract 6099, Los Angeles County, California",6037609900,609900,701,646,92.15,13.00,1.85,0.00,0.00,10.00,1.43,25.00,3.57
"Census Tract 6200.01, Los Angeles County, California",6037620001,620001,2113,1779,84.19,47.00,2.22,0.00,0.00,155.00,7.34,64.00,3.03
"Census Tract 6200.02, Los Angeles County, California",6037620002,620002,1882,1652,87.78,20.00,1.06,28.00,1.49,36.00,1.91,139.00,7.39
"Census Tract 6201.01, Los Angeles County, California",6037620101,620101,2948,2611,88.57,21.00,0.71,11.00,0.37,70.00,2.37,142.00,4.82
"Census Tract 6201.02, Los Angeles County, California",6037620102,620102,2115,1710,80.85,61.00,2.88,6.00,0.28,159.00,7.52,140.00,6.62
"Census Tract 6202.01, Los Angeles County, California",6037620201,620201,1007,809,80.34,5.00,0.50,21.00,2.09,5.00,0.50,143.00,14.20
"Census Tract 6203.01, Los Angeles County, California",6037620301,620301,2061,1773,86.03,11.00,0.53,0.00,0.00,28.00,1.36,224.00,10.87
"Census Tract 6203.03, Los Angeles County, California",6037620303,620303,2058,1792,87.07,9.00,0.44,0.00,0.00,23.00,1.12,234.00,11.37
"Census Tract 6203.05, Los Angeles County, California",6037620305,620305,3016,2389,79.21,82.00,2.72,27.00,0.90,58.00,1.92,391.00,12.96
"Census Tract 6204, Los Angeles County, California",6037620400,620400,2490,2271,91.20,0.00,0.00,0.00,0.00,14.00,0.56,125.00,5.02
"Census Tract 6205.01, Los Angeles County, California",6037620501,620501,3220,2765,85.87,60.00,1.86,0.00,0.00,61.00,1.89,320.00,9.94
"Census Tract 6205.21, Los Angeles County, California",6037620521,620521,2000,1806,90.30,83.00,4.15,9.00,0.45,30.00,1.50,72.00,3.60
"Census Tract 6205.22, Los Angeles County, California",6037620522,620522,2482,2228,89.77,66.00,2.66,9.00,0.36,47.00,1.89,99.00,3.99
"Census Tract 6206.01, Los Angeles County, California",6037620601,620601,2798,2534,90.56,40.00,1.43,45.00,1.61,20.00,0.71,117.00,4.18
"Census Tract 6206.02, Los Angeles County, California",6037620602,620602,2935,2461,83.85,9.00,0.31,92.00,3.13,11.00,0.37,217.00,7.39
"Census Tract 6207.01, Los Angeles County, California",6037620701,620701,3775,3176,84.13,0.00,0.00,117.00,3.10,160.00,4.24,185.00,4.90
"Census Tract 6207.02, Los Angeles County, California",6037620702,620702,3388,2768,81.70,9.00,0.27,77.00,2.27,15.00,0.44,478.00,14.11
"Census Tract 6208, Los Angeles County, California",6037620800,620800,3820,3250,85.08,136.00,3.56,19.00,0.50,81.00,2.12,293.00,7.67
"Census Tract 6209.01, Los Angeles County, California",6037620901,620901,1143,949,83.03,10.00,0.87,0.00,0.00,40.00,3.50,131.00,11.46
"Census Tract 6209.04, Los Angeles County, California",6037620904,620904,1264,1036,81.96,0.00,0.00,10.00,0.79,37.00,2.93,181.00,14.32
"Census Tract 6210.01, Los Angeles County, California",6037621001,621001,2482,2065,83.20,0.00,0.00,40.00,1.61,53.00,2.14,292.00,11.76
"Census Tract 6210.02, Los Angeles County, California",6037621002,621002,563,428,76.02,10.00,1.78,6.00,1.07,19.00,3.37,81.00,14.39
"Census Tract 6210.04, Los Angeles County, California",6037621004,621004,2579,2166,83.99,16.00,0.62,0.00,0.00,113.00,4.38,255.00,9.89
"Census Tract 6211.02, Los Angeles County, California",6037621102,621102,1532,1393,90.93,0.00,0.00,9.00,0.59,11.00,0.72,75.00,4.90
"Census Tract 6211.04, Los Angeles County, California",6037621104,621104,4275,3651,85.40,63.00,1.47,57.00,1.33,148.00,3.46,344.00,8.05
"Census Tract 6212.01, Los Angeles County, California",6037621201,621201,3443,3036,88.18,43.00,1.25,12.00,0.35,84.00,2.44,255.00,7.41
"Census Tract 6212.04, Los Angeles County, California",6037621204,621204,2124,1634,76.93,88.00,4.14,68.00,3.20,214.00,10.08,120.00,5.65
"Census Tract 6213.01, Los Angeles County, California",6037621301,621301,3793,3226,85.05,2.00,0.05,32.00,0.84,44.00,1.16,410.00,10.81
"Census Tract 6213.24, Los Angeles County, California",6037621324,621324,2337,1975,84.51,74.00,3.17,24.00,1.03,0.00,0.00,151.00,6.46
"Census Tract 6213.26, Los Angeles County, California",6037621326,621326,1977,1647,83.31,22.00,1.11,25.00,1.26,33.00,1.67,215.00,10.88
"Census Tract 6214, Los Angeles County, California",6037621400,621400,2173,1781,81.96,5.00,0.23,28.00,1.29,69.00,3.18,226.00,10.40
"Census Tract 6500.01, Los Angeles County, California",6037650001,650001,2680,2429,90.63,59.00,2.20,85.00,3.17,11.00,0.41,76.00,2.84
"Census Tract 6500.03, Los Angeles County, California",6037650003,650003,1609,1425,88.56,47.00,2.92,17.00,1.06,30.00,1.86,54.00,3.36
"Census Tract 6500.04, Los Angeles County, California",6037650004,650004,2031,1825,89.86,64.00,3.15,16.00,0.79,9.00,0.44,85.00,4.19
"Census Tract 6501.01, Los Angeles County, California",6037650101,650101,2302,2110,91.66,41.00,1.78,0.00,0.00,9.00,0.39,110.00,4.78
"Census Tract 6501.02, Los Angeles County, California",6037650102,650102,1261,1226,97.22,7.00,0.56,0.00,0.00,1.00,0.08,13.00,1.03
"Census Tract 6502, Los Angeles County, California",6037650200,650200,2954,2812,95.19,57.00,1.93,8.00,0.27,27.00,0.91,50.00,1.69
"Census Tract 6503, Los Angeles County, California",6037650300,650300,3016,2835,94.00,53.00,1.76,12.00,0.40,89.00,2.95,13.00,0.43
"Census Tract 6504.01, Los Angeles County, California",6037650401,650401,2301,2150,93.44,0.00,0.00,16.00,0.70,37.00,1.61,98.00,4.26
"Census Tract 6505.01, Los Angeles County, California",6037650501,650501,1295,1197,92.43,0.00,0.00,7.00,0.54,37.00,2.86,34.00,2.63
"Census Tract 6505.02, Los Angeles County, California",6037650502,650502,2086,1802,86.39,1.00,0.05,20.00,0.96,19.00,0.91,121.00,5.80
"Census Tract 6506.02, Los Angeles County, California",6037650602,650602,3089,2433,78.76,110.00,3.56,0.00,0.00,47.00,1.52,415.00,13.43
"Census Tract 6506.03, Los Angeles County, California",6037650603,650603,1888,1710,90.57,0.00,0.00,0.00,0.00,132.00,6.99,46.00,2.44
"Census Tract 6506.04, Los Angeles County, California",6037650604,650604,3044,2547,83.67,228.00,7.49,12.00,0.39,93.00,3.06,124.00,4.07
"Census Tract 6506.05, Los Angeles County, California",6037650605,650605,1176,1057,89.88,26.00,2.21,11.00,0.94,29.00,2.47,53.00,4.51
"Census Tract 6507.01, Los Angeles County, California",6037650701,650701,1039,946,91.05,12.00,1.15,5.00,0.48,33.00,3.18,30.00,2.89
"Census Tract 6507.02, Los Angeles County, California",6037650702,650702,2140,1920,89.72,24.00,1.12,0.00,0.00,28.00,1.31,108.00,5.05
"Census Tract 6508, Los Angeles County, California",6037650800,650800,2924,2711,92.72,49.00,1.68,0.00,0.00,64.00,2.19,100.00,3.42
"Census Tract 6509.01, Los Angeles County, California",6037650901,650901,3397,2935,86.40,223.00,6.56,32.00,0.94,93.00,2.74,74.00,2.18
"Census Tract 6509.02, Los Angeles County, California",6037650902,650902,3353,3135,93.50,0.00,0.00,0.00,0.00,70.00,2.09,119.00,3.55
"Census Tract 6510.01, Los Angeles County, California",6037651001,651001,2855,2538,88.90,55.00,1.93,7.00,0.25,64.00,2.24,124.00,4.34
"Census Tract 6510.02, Los Angeles County, California",6037651002,651002,2507,2320,92.54,33.00,1.32,0.00,0.00,24.00,0.96,101.00,4.03
"Census Tract 6511.01, Los Angeles County, California",6037651101,651101,2265,2075,91.61,15.00,0.66,17.00,0.75,0.00,0.00,136.00,6.00
"Census Tract 6511.02, Los Angeles County, California",6037651102,651102,1902,1596,83.91,74.00,3.89,21.00,1.10,22.00,1.16,148.00,7.78
"Census Tract 6512.01, Los Angeles County, California",6037651201,651201,2529,2406,95.14,0.00,0.00,24.00,0.95,0.00,0.00,99.00,3.91
"Census Tract 6512.21, Los Angeles County, California",6037651221,651221,1499,1316,87.79,17.00,1.13,0.00,0.00,0.00,0.00,96.00,6.40
"Census Tract 6512.22, Los Angeles County, California",6037651222,651222,3354,2967,88.46,85.00,2.53,0.00,0.00,73.00,2.18,197.00,5.87
"Census Tract 6513.02, Los Angeles County, California",6037651302,651302,2981,2509,84.17,84.00,2.82,9.00,0.30,27.00,0.91,236.00,7.92
"Census Tract 6513.04, Los Angeles County, California",6037651304,651304,2483,2062,83.04,31.00,1.25,15.00,0.60,55.00,2.22,320.00,12.89
"Census Tract 6514.01, Los Angeles County, California",6037651401,651401,1204,1123,93.27,0.00,0.00,0.00,0.00,10.00,0.83,58.00,4.82
"Census Tract 6514.02, Los Angeles County, California",6037651402,651402,2851,2646,92.81,58.00,2.03,0.00,0.00,20.00,0.70,127.00,4.45
"Census Tract 6700.01, Los Angeles County, California",6037670001,670001,1638,1462,89.26,32.00,1.95,16.00,0.98,17.00,1.04,79.00,4.82
"Census Tract 6700.02, Los Angeles County, California",6037670002,670002,2006,1733,86.39,58.00,2.89,4.00,0.20,55.00,2.74,122.00,6.08
"Census Tract 6700.03, Los Angeles County, California",6037670003,670003,2857,2471,86.49,91.00,3.19,37.00,1.30,116.00,4.06,115.00,4.03
"Census Tract 6701, Los Angeles County, California",6037670100,670100,3801,3413,89.79,185.00,4.87,0.00,0.00,40.00,1.05,150.00,3.95
"Census Tract 6702.01, Los Angeles County, California",6037670201,670201,1598,1402,87.73,0.00,0.00,0.00,0.00,10.00,0.63,172.00,10.76
"Census Tract 6702.02, Los Angeles County, California",6037670202,670202,1111,977,87.94,16.00,1.44,6.00,0.54,7.00,0.63,105.00,9.45
"Census Tract 6703.24, Los Angeles County, California",6037670324,670324,1866,1578,84.57,0.00,0.00,0.00,0.00,0.00,0.00,288.00,15.43
"Census Tract 6703.26, Los Angeles County, California",6037670326,670326,1389,1213,87.33,2.00,0.14,0.00,0.00,16.00,1.15,126.00,9.07
"Census Tract 6703.28, Los Angeles County, California",6037670328,670328,2086,1735,83.17,14.00,0.67,0.00,0.00,19.00,0.91,227.00,10.88
"Census Tract 6704.03, Los Angeles County, California",6037670403,670403,866,809,93.42,13.00,1.50,8.00,0.92,0.00,0.00,28.00,3.23
"Census Tract 6704.05, Los Angeles County, California",6037670405,670405,1104,986,89.31,25.00,2.26,0.00,0.00,0.00,0.00,93.00,8.42
"Census Tract 6704.06, Los Angeles County, California",6037670406,670406,718,675,94.01,0.00,0.00,0.00,0.00,0.00,0.00,43.00,5.99
"Census Tract 6704.07, Los Angeles County, California",6037670407,670407,2780,2457,88.38,11.00,0.40,0.00,0.00,0.00,0.00,289.00,10.40
"Census Tract 6704.11, Los Angeles County, California",6037670411,670411,1809,1500,82.92,27.00,1.49,0.00,0.00,12.00,0.66,262.00,14.48
"Census Tract 6704.13, Los Angeles County, California",6037670413,670413,1991,1578,79.26,28.00,1.41,37.00,1.86,18.00,0.90,299.00,15.02
"Census Tract 6704.16, Los Angeles County, California",6037670416,670416,1585,1410,88.96,29.00,1.83,0.00,0.00,0.00,0.00,121.00,7.63
"Census Tract 6705, Los Angeles County, California",6037670500,670500,626,539,86.10,3.00,0.48,0.00,0.00,10.00,1.60,71.00,11.34
"Census Tract 6706.02, Los Angeles County, California",6037670602,670602,2828,2377,84.05,35.00,1.24,0.00,0.00,6.00,0.21,305.00,10.79
"Census Tract 6707.01, Los Angeles County, California",6037670701,670701,3286,2925,89.01,12.00,0.37,0.00,0.00,97.00,2.95,190.00,5.78
"Census Tract 6707.02, Los Angeles County, California",6037670702,670702,2346,2093,89.22,23.00,0.98,0.00,0.00,0.00,0.00,216.00,9.21
"Census Tract 7001.01, Los Angeles County, California",6037700101,700101,3079,2323,75.45,145.00,4.71,53.00,1.72,52.00,1.69,444.00,14.42
"Census Tract 7001.02, Los Angeles County, California",6037700102,700102,2198,1769,80.48,100.00,4.55,63.00,2.87,146.00,6.64,78.00,3.55
"Census Tract 7002, Los Angeles County, California",6037700200,700200,5149,4117,79.96,180.00,3.50,48.00,0.93,211.00,4.10,544.00,10.57
"Census Tract 7003, Los Angeles County, California",6037700300,700300,4549,3656,80.37,72.00,1.58,56.00,1.23,213.00,4.68,434.00,9.54
"Census Tract 7004, Los Angeles County, California",6037700400,700400,3909,2962,75.77,152.00,3.89,18.00,0.46,209.00,5.35,423.00,10.82
"Census Tract 7005.01, Los Angeles County, California",6037700501,700501,2931,2058,70.21,28.00,0.96,0.00,0.00,167.00,5.70,605.00,20.64
"Census Tract 7005.02, Los Angeles County, California",6037700502,700502,2761,2253,81.60,96.00,3.48,0.00,0.00,149.00,5.40,252.00,9.13
"Census Tract 7006, Los Angeles County, California",6037700600,700600,1930,1441,74.66,0.00,0.00,0.00,0.00,36.00,1.87,427.00,22.12
"Census Tract 7007, Los Angeles County, California",6037700700,700700,1349,1021,75.69,1.00,0.07,0.00,0.00,0.00,0.00,295.00,21.87
"Census Tract 7008.01, Los Angeles County, California",6037700801,700801,2730,2337,85.60,53.00,1.94,0.00,0.00,130.00,4.76,210.00,7.69
"Census Tract 7008.02, Los Angeles County, California",6037700802,700802,1965,1488,75.73,56.00,2.85,53.00,2.70,109.00,5.55,218.00,11.09
"Census Tract 7009.01, Los Angeles County, California",6037700901,700901,1946,1636,84.07,38.00,1.95,0.00,0.00,58.00,2.98,199.00,10.23
"Census Tract 7009.02, Los Angeles County, California",6037700902,700902,3787,2788,73.62,175.00,4.62,93.00,2.46,311.00,8.21,402.00,10.62
"Census Tract 7010, Los Angeles County, California",6037701000,701000,2728,2029,74.38,44.00,1.61,11.00,0.40,145.00,5.32,493.00,18.07
"Census Tract 7011, Los Angeles County, California",6037701100,701100,116,35,30.17,44.00,37.93,0.00,0.00,6.00,5.17,26.00,22.41
"Census Tract 7012.01, Los Angeles County, California",6037701201,701201,1601,1124,70.21,23.00,1.44,9.00,0.56,30.00,1.87,377.00,23.55
"Census Tract 7012.02, Los Angeles County, California",6037701202,701202,2045,1598,78.14,17.00,0.83,50.00,2.44,98.00,4.79,227.00,11.10
"Census Tract 7013.02, Los Angeles County, California",6037701302,701302,3460,2391,69.10,186.00,5.38,161.00,4.65,126.00,3.64,534.00,15.43
"Census Tract 7013.04, Los Angeles County, California",6037701304,701304,3008,2501,83.14,37.00,1.23,94.00,3.13,0.00,0.00,361.00,12.00
"Census Tract 7014.02, Los Angeles County, California",6037701402,701402,3532,2572,72.82,112.00,3.17,97.00,2.75,395.00,11.18,302.00,8.55
"Census Tract 7015.01, Los Angeles County, California",6037701501,701501,3037,2510,82.65,167.00,5.50,82.00,2.70,35.00,1.15,179.00,5.89
"Census Tract 7015.02, Los Angeles County, California",6037701502,701502,2234,1695,75.87,69.00,3.09,80.00,3.58,197.00,8.82,176.00,7.88
"Census Tract 7016.01, Los Angeles County, California",6037701601,701601,2314,1767,76.36,114.00,4.93,32.00,1.38,58.00,2.51,325.00,14.04
"Census Tract 7016.02, Los Angeles County, California",6037701602,701602,2380,1760,73.95,189.00,7.94,82.00,3.45,93.00,3.91,235.00,9.87
"Census Tract 7017.01, Los Angeles County, California",6037701701,701701,1916,1311,68.42,78.00,4.07,95.00,4.96,118.00,6.16,280.00,14.61
"Census Tract 7017.02, Los Angeles County, California",6037701702,701702,2071,1431,69.10,107.00,5.17,171.00,8.26,247.00,11.93,63.00,3.04
"Census Tract 7018.01, Los Angeles County, California",6037701801,701801,2902,2003,69.02,241.00,8.30,206.00,7.10,247.00,8.51,124.00,4.27
"Census Tract 7018.02, Los Angeles County, California",6037701802,701802,2131,1440,67.57,140.00,6.57,141.00,6.62,142.00,6.66,223.00,10.46
"Census Tract 7019.02, Los Angeles County, California",6037701902,701902,2549,1543,60.53,76.00,2.98,0.00,0.00,449.00,17.61,374.00,14.67
"Census Tract 7020.02, Los Angeles County, California",6037702002,702002,3518,2524,71.75,120.00,3.41,129.00,3.67,308.00,8.75,422.00,12.00
"Census Tract 7021.02, Los Angeles County, California",6037702102,702102,3635,2711,74.58,96.00,2.64,144.00,3.96,176.00,4.84,462.00,12.71
