Geography,fips_code,tract,TotalPop,Drove,Percent_Drove,Transit,Percent_Transit,Bike,Percent_Bike,Walk,Percent_Walk,WFH,Percent_WFH
"Census Tract 4034.05, Los Angeles County, California",6037403405,403405,841,740,87.99,46.00,5.47,13.00,1.55,0.00,0.00,42.00,4.99
"Census Tract 4034.06, Los Angeles County, California",6037403406,403406,1301,1203,92.47,34.00,2.61,0.00,0.00,5.00,0.38,44.00,3.38
"Census Tract 4034.07, Los Angeles County, California",6037403407,403407,1041,973,93.47,6.00,0.58,0.00,0.00,0.00,0.00,45.00,4.32
"Census Tract 4034.08, Los Angeles County, California",6037403408,403408,3121,2701,86.54,202.00,6.47,0.00,0.00,30.00,0.96,188.00,6.02
"Census Tract 4035, Los Angeles County, California",6037403500,403500,769,703,91.42,28.00,3.64,0.00,0.00,0.00,0.00,38.00,4.94
"Census Tract 4036, Los Angeles County, California",6037403600,403600,2989,2936,98.23,11.00,0.37,0.00,0.00,0.00,0.00,11.00,0.37
"Census Tract 4037.02, Los Angeles County, California",6037403702,403702,1680,1581,94.11,31.00,1.85,33.00,1.96,0.00,0.00,35.00,2.08
"Census Tract 4037.03, Los Angeles County, California",6037403703,403703,2220,2022,91.08,50.00,2.25,0.00,0.00,11.00,0.50,114.00,5.14
"Census Tract 4037.21, Los Angeles County, California",6037403721,403721,2239,1971,88.03,107.00,4.78,11.00,0.49,19.00,0.85,102.00,4.56
"Census Tract 4037.22, Los Angeles County, California",6037403722,403722,2170,2001,92.21,88.00,4.06,27.00,1.24,7.00,0.32,47.00,2.17
"Census Tract 4038.01, Los Angeles County, California",6037403801,403801,2908,2679,92.13,76.00,2.61,39.00,1.34,10.00,0.34,93.00,3.20
"Census Tract 4038.02, Los Angeles County, California",6037403802,403802,2940,2698,91.77,93.00,3.16,59.00,2.01,38.00,1.29,35.00,1.19
"Census Tract 4039.01, Los Angeles County, California",6037403901,403901,1544,1410,91.32,27.00,1.75,10.00,0.65,8.00,0.52,83.00,5.38
"Census Tract 4039.02, Los Angeles County, California",6037403902,403902,2033,1797,88.39,120.00,5.90,0.00,0.00,0.00,0.00,112.00,5.51
"Census Tract 4040, Los Angeles County, California",6037404000,404000,2291,1980,86.43,127.00,5.54,0.00,0.00,66.00,2.88,118.00,5.15
"Census Tract 4041, Los Angeles County, California",6037404100,404100,3066,2919,95.21,52.00,1.70,0.00,0.00,7.00,0.23,48.00,1.57
"Census Tract 4042.01, Los Angeles County, California",6037404201,404201,1464,1226,83.74,90.00,6.15,48.00,3.28,15.00,1.02,19.00,1.30
"Census Tract 4042.02, Los Angeles County, California",6037404202,404202,1729,1182,68.36,49.00,2.83,43.00,2.49,410.00,23.71,39.00,2.26
"Census Tract 4043.01, Los Angeles County, California",6037404301,404301,2749,2520,91.67,91.00,3.31,0.00,0.00,16.00,0.58,112.00,4.07
"Census Tract 4043.02, Los Angeles County, California",6037404302,404302,982,886,90.22,63.00,6.42,0.00,0.00,0.00,0.00,5.00,0.51
"Census Tract 4044.01, Los Angeles County, California",6037404401,404401,1757,1606,91.41,43.00,2.45,20.00,1.14,27.00,1.54,31.00,1.76
"Census Tract 4044.02, Los Angeles County, California",6037404402,404402,2218,1986,89.54,38.00,1.71,0.00,0.00,113.00,5.09,32.00,1.44
"Census Tract 4045.01, Los Angeles County, California",6037404501,404501,1157,1056,91.27,48.00,4.15,9.00,0.78,26.00,2.25,18.00,1.56
"Census Tract 4045.03, Los Angeles County, California",6037404503,404503,1409,1339,95.03,56.00,3.97,0.00,0.00,3.00,0.21,2.00,0.14
"Census Tract 4045.04, Los Angeles County, California",6037404504,404504,2474,2015,81.45,195.00,7.88,25.00,1.01,87.00,3.52,101.00,4.08
"Census Tract 4046, Los Angeles County, California",6037404600,404600,546,494,90.48,18.00,3.30,0.00,0.00,18.00,3.30,11.00,2.01
"Census Tract 4047.01, Los Angeles County, California",6037404701,404701,2462,2296,93.26,70.00,2.84,0.00,0.00,28.00,1.14,42.00,1.71
"Census Tract 4047.02, Los Angeles County, California",6037404702,404702,2453,2218,90.42,75.00,3.06,0.00,0.00,0.00,0.00,160.00,6.52
"Census Tract 4047.03, Los Angeles County, California",6037404703,404703,1335,1135,85.02,44.00,3.30,45.00,3.37,6.00,0.45,86.00,6.44
"Census Tract 4048.01, Los Angeles County, California",6037404801,404801,3508,3164,90.19,165.00,4.70,11.00,0.31,27.00,0.77,135.00,3.85
"Census Tract 4048.02, Los Angeles County, California",6037404802,404802,1752,1601,91.38,37.00,2.11,0.00,0.00,0.00,0.00,114.00,6.51
"Census Tract 4048.03, Los Angeles County, California",6037404803,404803,813,633,77.86,53.00,6.52,0.00,0.00,18.00,2.21,95.00,11.69
"Census Tract 4049.01, Los Angeles County, California",6037404901,404901,2676,2425,90.62,84.00,3.14,0.00,0.00,13.00,0.49,98.00,3.66
"Census Tract 4049.02, Los Angeles County, California",6037404902,404902,1751,1609,91.89,56.00,3.20,18.00,1.03,0.00,0.00,68.00,3.88
"Census Tract 4049.03, Los Angeles County, California",6037404903,404903,1238,1162,93.86,63.00,5.09,0.00,0.00,5.00,0.40,8.00,0.65
"Census Tract 4050.01, Los Angeles County, California",6037405001,405001,2951,2633,89.22,90.00,3.05,7.00,0.24,69.00,2.34,152.00,5.15
"Census Tract 4050.02, Los Angeles County, California",6037405002,405002,1583,1430,90.33,74.00,4.67,0.00,0.00,10.00,0.63,29.00,1.83
"Census Tract 4051.01, Los Angeles County, California",6037405101,405101,2397,2087,87.07,106.00,4.42,117.00,4.88,29.00,1.21,58.00,2.42
"Census Tract 4051.02, Los Angeles County, California",6037405102,405102,1735,1579,91.01,58.00,3.34,0.00,0.00,54.00,3.11,37.00,2.13
"Census Tract 4052.01, Los Angeles County, California",6037405201,405201,2001,1695,84.71,196.00,9.80,0.00,0.00,22.00,1.10,76.00,3.80
"Census Tract 4052.02, Los Angeles County, California",6037405202,405202,2201,2006,91.14,102.00,4.63,0.00,0.00,42.00,1.91,51.00,2.32
"Census Tract 4052.03, Los Angeles County, California",6037405203,405203,1715,1587,92.54,21.00,1.22,0.00,0.00,25.00,1.46,60.00,3.50
"Census Tract 4053.01, Los Angeles County, California",6037405301,405301,1897,1744,91.93,108.00,5.69,19.00,1.00,12.00,0.63,10.00,0.53
"Census Tract 4053.02, Los Angeles County, California",6037405302,405302,2941,2613,88.85,99.00,3.37,0.00,0.00,87.00,2.96,142.00,4.83
"Census Tract 4054, Los Angeles County, California",6037405400,405400,2491,2311,92.77,141.00,5.66,0.00,0.00,26.00,1.04,4.00,0.16
"Census Tract 4055, Los Angeles County, California",6037405500,405500,3092,2883,93.24,75.00,2.43,0.00,0.00,53.00,1.71,81.00,2.62
"Census Tract 4056, Los Angeles County, California",6037405600,405600,2657,2408,90.63,159.00,5.98,0.00,0.00,11.00,0.41,66.00,2.48
"Census Tract 4057.01, Los Angeles County, California",6037405701,405701,1861,1713,92.05,50.00,2.69,0.00,0.00,60.00,3.22,14.00,0.75
"Census Tract 4057.02, Los Angeles County, California",6037405702,405702,2365,2140,90.49,24.00,1.01,9.00,0.38,78.00,3.30,69.00,2.92
"Census Tract 4058, Los Angeles County, California",6037405800,405800,2490,2222,89.24,124.00,4.98,0.00,0.00,36.00,1.45,34.00,1.37
"Census Tract 4059, Los Angeles County, California",6037405900,405900,1781,1495,83.94,140.00,7.86,39.00,2.19,27.00,1.52,16.00,0.90
"Census Tract 4060, Los Angeles County, California",6037406000,406000,2516,2202,87.52,63.00,2.50,55.00,2.19,57.00,2.27,139.00,5.52
"Census Tract 4061.01, Los Angeles County, California",6037406101,406101,1685,1613,95.73,30.00,1.78,0.00,0.00,0.00,0.00,42.00,2.49
"Census Tract 4061.02, Los Angeles County, California",6037406102,406102,2849,2569,90.17,108.00,3.79,0.00,0.00,52.00,1.83,64.00,2.25
"Census Tract 4062, Los Angeles County, California",6037406200,406200,2329,1943,83.43,152.00,6.53,0.00,0.00,61.00,2.62,173.00,7.43
"Census Tract 4063, Los Angeles County, California",6037406300,406300,2659,2422,91.09,114.00,4.29,0.00,0.00,12.00,0.45,82.00,3.08
"Census Tract 4064.02, Los Angeles County, California",6037406402,406402,1013,939,92.69,26.00,2.57,0.00,0.00,0.00,0.00,38.00,3.75
"Census Tract 4064.11, Los Angeles County, California",6037406411,406411,971,851,87.64,73.00,7.52,0.00,0.00,5.00,0.51,29.00,2.99
"Census Tract 4064.12, Los Angeles County, California",6037406412,406412,1105,1007,91.13,32.00,2.90,0.00,0.00,17.00,1.54,30.00,2.71
"Census Tract 4065, Los Angeles County, California",6037406500,406500,3020,2732,90.46,74.00,2.45,0.00,0.00,38.00,1.26,85.00,2.81
"Census Tract 4066.01, Los Angeles County, California",6037406601,406601,2398,2155,89.87,103.00,4.30,0.00,0.00,8.00,0.33,108.00,4.50
"Census Tract 4066.02, Los Angeles County, California",6037406602,406602,2312,2158,93.34,44.00,1.90,0.00,0.00,0.00,0.00,104.00,4.50
"Census Tract 4067.01, Los Angeles County, California",6037406701,406701,1498,1382,92.26,57.00,3.81,0.00,0.00,4.00,0.27,46.00,3.07
"Census Tract 4067.02, Los Angeles County, California",6037406702,406702,2572,2317,90.09,54.00,2.10,0.00,0.00,42.00,1.63,103.00,4.00
"Census Tract 4068, Los Angeles County, California",6037406800,406800,1934,1799,93.02,115.00,5.95,0.00,0.00,0.00,0.00,20.00,1.03
"Census Tract 4069.01, Los Angeles County, California",6037406901,406901,2019,1834,90.84,93.00,4.61,16.00,0.79,7.00,0.35,69.00,3.42
"Census Tract 4069.02, Los Angeles County, California",6037406902,406902,1657,1571,94.81,23.00,1.39,5.00,0.30,26.00,1.57,32.00,1.93
"Census Tract 4070.01, Los Angeles County, California",6037407001,407001,2571,2286,88.91,71.00,2.76,55.00,2.14,55.00,2.14,104.00,4.05
"Census Tract 4070.02, Los Angeles County, California",6037407002,407002,1551,1435,92.52,34.00,2.19,0.00,0.00,32.00,2.06,45.00,2.90
"Census Tract 4071.01, Los Angeles County, California",6037407101,407101,2205,1999,90.66,78.00,3.54,49.00,2.22,21.00,0.95,40.00,1.81
"Census Tract 4071.02, Los Angeles County, California",6037407102,407102,2580,2218,85.97,129.00,5.00,43.00,1.67,90.00,3.49,75.00,2.91
"Census Tract 4072, Los Angeles County, California",6037407200,407200,3144,2826,89.89,140.00,4.45,0.00,0.00,90.00,2.86,88.00,2.80
"Census Tract 4073.01, Los Angeles County, California",6037407301,407301,2363,2176,92.09,72.00,3.05,0.00,0.00,15.00,0.63,89.00,3.77
"Census Tract 4073.02, Los Angeles County, California",6037407302,407302,1578,1411,89.42,60.00,3.80,23.00,1.46,13.00,0.82,62.00,3.93
"Census Tract 4074, Los Angeles County, California",6037407400,407400,960,895,93.23,30.00,3.13,0.00,0.00,0.00,0.00,26.00,2.71
"Census Tract 4075.01, Los Angeles County, California",6037407501,407501,1857,1682,90.58,68.00,3.66,11.00,0.59,72.00,3.88,8.00,0.43
"Census Tract 4075.02, Los Angeles County, California",6037407502,407502,1801,1688,93.73,36.00,2.00,18.00,1.00,25.00,1.39,24.00,1.33
"Census Tract 4076.01, Los Angeles County, California",6037407601,407601,1974,1918,97.16,32.00,1.62,0.00,0.00,9.00,0.46,15.00,0.76
"Census Tract 4076.02, Los Angeles County, California",6037407602,407602,1687,1546,91.64,71.00,4.21,0.00,0.00,24.00,1.42,40.00,2.37
"Census Tract 4077.01, Los Angeles County, California",6037407701,407701,2256,1778,78.81,295.00,13.08,0.00,0.00,117.00,5.19,54.00,2.39
"Census Tract 4077.02, Los Angeles County, California",6037407702,407702,2935,2860,97.44,50.00,1.70,0.00,0.00,16.00,0.55,9.00,0.31
"Census Tract 4078.01, Los Angeles County, California",6037407801,407801,2538,2192,86.37,167.00,6.58,21.00,0.83,24.00,0.95,117.00,4.61
"Census Tract 4078.02, Los Angeles County, California",6037407802,407802,2079,1897,91.25,113.00,5.44,19.00,0.91,0.00,0.00,30.00,1.44
"Census Tract 4079, Los Angeles County, California",6037407900,407900,3027,2869,94.78,62.00,2.05,0.00,0.00,0.00,0.00,85.00,2.81
"Census Tract 4080.03, Los Angeles County, California",6037408003,408003,2140,1974,92.24,18.00,0.84,0.00,0.00,23.00,1.07,107.00,5.00
"Census Tract 4080.04, Los Angeles County, California",6037408004,408004,1226,1056,86.13,64.00,5.22,0.00,0.00,0.00,0.00,49.00,4.00
"Census Tract 4080.05, Los Angeles County, California",6037408005,408005,2243,2059,91.80,71.00,3.17,0.00,0.00,21.00,0.94,63.00,2.81
"Census Tract 4080.06, Los Angeles County, California",6037408006,408006,1656,1371,82.79,190.00,11.47,0.00,0.00,48.00,2.90,47.00,2.84
"Census Tract 4081.33, Los Angeles County, California",6037408133,408133,2542,2279,89.65,124.00,4.88,0.00,0.00,37.00,1.46,47.00,1.85
"Census Tract 4081.34, Los Angeles County, California",6037408134,408134,1428,1360,95.24,25.00,1.75,0.00,0.00,6.00,0.42,31.00,2.17
"Census Tract 4081.35, Los Angeles County, California",6037408135,408135,1992,1915,96.13,38.00,1.91,0.00,0.00,0.00,0.00,29.00,1.46
"Census Tract 4081.36, Los Angeles County, California",6037408136,408136,1725,1592,92.29,42.00,2.43,0.00,0.00,0.00,0.00,91.00,5.28
"Census Tract 4081.37, Los Angeles County, California",6037408137,408137,1723,1621,94.08,26.00,1.51,0.00,0.00,0.00,0.00,28.00,1.63
"Census Tract 4081.38, Los Angeles County, California",6037408138,408138,2379,2038,85.67,171.00,7.19,55.00,2.31,20.00,0.84,95.00,3.99
"Census Tract 4081.39, Los Angeles County, California",6037408139,408139,1521,1428,93.89,26.00,1.71,5.00,0.33,26.00,1.71,27.00,1.78
"Census Tract 4081.40, Los Angeles County, California",6037408140,408140,1406,1364,97.01,0.00,0.00,14.00,1.00,5.00,0.36,23.00,1.64
"Census Tract 4081.41, Los Angeles County, California",6037408141,408141,2261,1944,85.98,8.00,0.35,23.00,1.02,73.00,3.23,132.00,5.84
"Census Tract 4082.02, Los Angeles County, California",6037408202,408202,942,823,87.37,59.00,6.26,0.00,0.00,22.00,2.34,7.00,0.74
"Census Tract 4082.11, Los Angeles County, California",6037408211,408211,2601,2351,90.39,60.00,2.31,0.00,0.00,30.00,1.15,117.00,4.50
"Census Tract 4082.12, Los Angeles County, California",6037408212,408212,2281,2003,87.81,106.00,4.65,0.00,0.00,80.00,3.51,92.00,4.03
"Census Tract 4083.01, Los Angeles County, California",6037408301,408301,2320,2123,91.51,26.00,1.12,0.00,0.00,86.00,3.71,85.00,3.66
"Census Tract 4083.02, Los Angeles County, California",6037408302,408302,2199,1960,89.13,67.00,3.05,0.00,0.00,0.00,0.00,85.00,3.87
"Census Tract 4083.03, Los Angeles County, California",6037408303,408303,1845,1708,92.57,10.00,0.54,0.00,0.00,8.00,0.43,83.00,4.50
"Census Tract 4084.01, Los Angeles County, California",6037408401,408401,1798,1719,95.61,12.00,0.67,0.00,0.00,36.00,2.00,20.00,1.11
"Census Tract 4084.02, Los Angeles County, California",6037408402,408402,2404,2139,88.98,67.00,2.79,8.00,0.33,34.00,1.41,141.00,5.87
"Census Tract 4085.01, Los Angeles County, California",6037408501,408501,1343,1184,88.16,92.00,6.85,0.00,0.00,17.00,1.27,50.00,3.72
"Census Tract 4085.03, Los Angeles County, California",6037408503,408503,2686,2521,93.86,6.00,0.22,0.00,0.00,0.00,0.00,159.00,5.92
"Census Tract 4085.04, Los Angeles County, California",6037408504,408504,2415,2245,92.96,84.00,3.48,0.00,0.00,22.00,0.91,34.00,1.41
"Census Tract 4085.05, Los Angeles County, California",6037408505,408505,1263,1193,94.46,10.00,0.79,0.00,0.00,9.00,0.71,51.00,4.04
"Census Tract 4086.23, Los Angeles County, California",6037408623,408623,1380,1301,94.28,9.00,0.65,0.00,0.00,14.00,1.01,49.00,3.55
"Census Tract 4086.24, Los Angeles County, California",6037408624,408624,1627,1537,94.47,9.00,0.55,0.00,0.00,0.00,0.00,71.00,4.36
"Census Tract 4086.25, Los Angeles County, California",6037408625,408625,1631,1395,85.53,12.00,0.74,0.00,0.00,28.00,1.72,196.00,12.02
"Census Tract 4086.26, Los Angeles County, California",6037408626,408626,2200,2063,93.77,22.00,1.00,0.00,0.00,8.00,0.36,107.00,4.86
"Census Tract 4086.27, Los Angeles County, California",6037408627,408627,1509,1402,92.91,5.00,0.33,0.00,0.00,0.00,0.00,97.00,6.43
"Census Tract 4086.28, Los Angeles County, California",6037408628,408628,2503,2239,89.45,85.00,3.40,0.00,0.00,0.00,0.00,149.00,5.95
"Census Tract 4086.29, Los Angeles County, California",6037408629,408629,1201,1012,84.26,42.00,3.50,0.00,0.00,4.00,0.33,137.00,11.41
"Census Tract 4086.30, Los Angeles County, California",6037408630,408630,1060,999,94.25,32.00,3.02,0.00,0.00,0.00,0.00,22.00,2.08
"Census Tract 4086.31, Los Angeles County, California",6037408631,408631,2302,2203,95.70,8.00,0.35,0.00,0.00,0.00,0.00,91.00,3.95
"Census Tract 4087.03, Los Angeles County, California",6037408703,408703,2927,2673,91.32,60.00,2.05,0.00,0.00,0.00,0.00,182.00,6.22
"Census Tract 4087.04, Los Angeles County, California",6037408704,408704,1400,1190,85.00,41.00,2.93,0.00,0.00,25.00,1.79,105.00,7.50
"Census Tract 4087.05, Los Angeles County, California",6037408705,408705,2642,2268,85.84,92.00,3.48,0.00,0.00,42.00,1.59,230.00,8.71
"Census Tract 4087.06, Los Angeles County, California",6037408706,408706,784,682,86.99,15.00,1.91,0.00,0.00,0.00,0.00,87.00,11.10
"Census Tract 4087.22, Los Angeles County, California",6037408722,408722,2288,2132,93.18,28.00,1.22,0.00,0.00,0.00,0.00,121.00,5.29
"Census Tract 4087.23, Los Angeles County, California",6037408723,408723,1351,1188,87.93,5.00,0.37,11.00,0.81,6.00,0.44,141.00,10.44
"Census Tract 4087.24, Los Angeles County, California",6037408724,408724,2806,2161,77.01,266.00,9.48,156.00,5.56,134.00,4.78,63.00,2.25
"Census Tract 4088, Los Angeles County, California",6037408800,408800,1582,1151,72.76,90.00,5.69,0.00,0.00,178.00,11.25,137.00,8.66
"Census Tract 4300.02, Los Angeles County, California",6037430002,430002,3190,2785,87.30,90.00,2.82,43.00,1.35,76.00,2.38,102.00,3.20
"Census Tract 4300.03, Los Angeles County, California",6037430003,430003,2301,1949,84.70,167.00,7.26,11.00,0.48,7.00,0.30,167.00,7.26
"Census Tract 4301.01, Los Angeles County, California",6037430101,430101,2156,1794,83.21,127.00,5.89,49.00,2.27,25.00,1.16,123.00,5.71
"Census Tract 4301.02, Los Angeles County, California",6037430102,430102,2173,1784,82.10,134.00,6.17,0.00,0.00,137.00,6.30,107.00,4.92
"Census Tract 4302, Los Angeles County, California",6037430200,430200,457,391,85.56,20.00,4.38,0.00,0.00,0.00,0.00,44.00,9.63
"Census Tract 4303.01, Los Angeles County, California",6037430301,430301,2454,2150,87.61,61.00,2.49,11.00,0.45,7.00,0.29,201.00,8.19
"Census Tract 4303.02, Los Angeles County, California",6037430302,430302,3153,2599,82.43,35.00,1.11,28.00,0.89,0.00,0.00,491.00,15.57
"Census Tract 4304, Los Angeles County, California",6037430400,430400,1980,1803,91.06,29.00,1.46,0.00,0.00,24.00,1.21,116.00,5.86
"Census Tract 4305.01, Los Angeles County, California",6037430501,430501,1910,1696,88.80,75.00,3.93,0.00,0.00,8.00,0.42,113.00,5.92
"Census Tract 4305.02, Los Angeles County, California",6037430502,430502,3545,3282,92.58,68.00,1.92,42.00,1.18,0.00,0.00,145.00,4.09
"Census Tract 4306, Los Angeles County, California",6037430600,430600,1941,1746,89.95,44.00,2.27,0.00,0.00,4.00,0.21,147.00,7.57
"Census Tract 4307.01, Los Angeles County, California",6037430701,430701,2518,2253,89.48,42.00,1.67,0.00,0.00,46.00,1.83,177.00,7.03
"Census Tract 4307.21, Los Angeles County, California",6037430721,430721,1543,1353,87.69,7.00,0.45,0.00,0.00,13.00,0.84,157.00,10.17
"Census Tract 4307.23, Los Angeles County, California",6037430723,430723,2204,2000,90.74,46.00,2.09,0.00,0.00,49.00,2.22,109.00,4.95
"Census Tract 4307.24, Los Angeles County, California",6037430724,430724,2363,1974,83.54,139.00,5.88,20.00,0.85,23.00,0.97,171.00,7.24
"Census Tract 4308.01, Los Angeles County, California",6037430801,430801,3452,3002,86.96,140.00,4.06,28.00,0.81,46.00,1.33,223.00,6.46
"Census Tract 4308.02, Los Angeles County, California",6037430802,430802,1800,1650,91.67,14.00,0.78,0.00,0.00,26.00,1.44,110.00,6.11
"Census Tract 4308.03, Los Angeles County, California",6037430803,430803,2497,2334,93.47,18.00,0.72,0.00,0.00,26.00,1.04,110.00,4.41
"Census Tract 4309.01, Los Angeles County, California",6037430901,430901,2237,1874,83.77,74.00,3.31,13.00,0.58,89.00,3.98,142.00,6.35
"Census Tract 4309.02, Los Angeles County, California",6037430902,430902,2543,2287,89.93,60.00,2.36,3.00,0.12,12.00,0.47,44.00,1.73
"Census Tract 4310.01, Los Angeles County, California",6037431001,431001,3765,3201,85.02,95.00,2.52,142.00,3.77,179.00,4.75,148.00,3.93
"Census Tract 4310.02, Los Angeles County, California",6037431002,431002,1491,1275,85.51,19.00,1.27,30.00,2.01,46.00,3.09,89.00,5.97
"Census Tract 4311, Los Angeles County, California",6037431100,431100,3178,2714,85.40,139.00,4.37,0.00,0.00,89.00,2.80,97.00,3.05
"Census Tract 4312, Los Angeles County, California",6037431200,431200,2863,2582,90.19,66.00,2.31,0.00,0.00,46.00,1.61,131.00,4.58
"Census Tract 4313, Los Angeles County, California",6037431300,431300,1420,1275,89.79,41.00,2.89,0.00,0.00,5.00,0.35,99.00,6.97
"Census Tract 4314, Los Angeles County, California",6037431400,431400,1918,1703,88.79,130.00,6.78,0.00,0.00,18.00,0.94,46.00,2.40
"Census Tract 4315.01, Los Angeles County, California",6037431501,431501,1769,1565,88.47,97.00,5.48,0.00,0.00,0.00,0.00,60.00,3.39
"Census Tract 4315.02, Los Angeles County, California",6037431502,431502,2049,1732,84.53,120.00,5.86,18.00,0.88,55.00,2.68,124.00,6.05
"Census Tract 4316, Los Angeles County, California",6037431600,431600,1691,1463,86.52,136.00,8.04,12.00,0.71,0.00,0.00,58.00,3.43
"Census Tract 4317, Los Angeles County, California",6037431700,431700,2732,2610,95.53,30.00,1.10,0.00,0.00,56.00,2.05,36.00,1.32
"Census Tract 4318, Los Angeles County, California",6037431800,431800,2290,2020,88.21,117.00,5.11,0.00,0.00,5.00,0.22,137.00,5.98
"Census Tract 4319, Los Angeles County, California",6037431900,431900,1809,1678,92.76,5.00,0.28,0.00,0.00,42.00,2.32,58.00,3.21
"Census Tract 4320, Los Angeles County, California",6037432000,432000,3365,2972,88.32,19.00,0.56,0.00,0.00,27.00,0.80,330.00,9.81
"Census Tract 4321.01, Los Angeles County, California",6037432101,432101,2038,1841,90.33,73.00,3.58,0.00,0.00,31.00,1.52,64.00,3.14
"Census Tract 4321.02, Los Angeles County, California",6037432102,432102,2604,2417,92.82,81.00,3.11,1.00,0.04,31.00,1.19,74.00,2.84
"Census Tract 4322.01, Los Angeles County, California",6037432201,432201,1707,1561,91.45,17.00,1.00,0.00,0.00,87.00,5.10,42.00,2.46
"Census Tract 4322.02, Los Angeles County, California",6037432202,432202,1836,1694,92.27,33.00,1.80,9.00,0.49,35.00,1.91,38.00,2.07
"Census Tract 4323, Los Angeles County, California",6037432300,432300,1866,1830,98.07,0.00,0.00,0.00,0.00,36.00,1.93,0.00,0.00
"Census Tract 4324.01, Los Angeles County, California",6037432401,432401,1500,1326,88.40,104.00,6.93,10.00,0.67,36.00,2.40,24.00,1.60
"Census Tract 4324.02, Los Angeles County, California",6037432402,432402,2960,2588,87.43,153.00,5.17,37.00,1.25,24.00,0.81,108.00,3.65
"Census Tract 4325, Los Angeles County, California",6037432500,432500,4222,3813,90.31,81.00,1.92,0.00,0.00,0.00,0.00,315.00,7.46
"Census Tract 4326.01, Los Angeles County, California",6037432601,432601,2698,2358,87.40,142.00,5.26,36.00,1.33,11.00,0.41,130.00,4.82
"Census Tract 4326.02, Los Angeles County, California",6037432602,432602,2207,2016,91.35,130.00,5.89,0.00,0.00,14.00,0.63,28.00,1.27
"Census Tract 4327, Los Angeles County, California",6037432700,432700,2042,1884,92.26,73.00,3.57,47.00,2.30,2.00,0.10,36.00,1.76
"Census Tract 4328.01, Los Angeles County, California",6037432801,432801,1041,880,84.53,27.00,2.59,17.00,1.63,21.00,2.02,96.00,9.22
"Census Tract 4328.02, Los Angeles County, California",6037432802,432802,1983,1634,82.40,235.00,11.85,32.00,1.61,50.00,2.52,12.00,0.61
"Census Tract 4329.01, Los Angeles County, California",6037432901,432901,2073,1853,89.39,69.00,3.33,6.00,0.29,51.00,2.46,91.00,4.39
"Census Tract 4329.02, Los Angeles County, California",6037432902,432902,1536,1350,87.89,46.00,2.99,0.00,0.00,17.00,1.11,123.00,8.01
"Census Tract 4331.01, Los Angeles County, California",6037433101,433101,1047,933,89.11,37.00,3.53,9.00,0.86,35.00,3.34,29.00,2.77
"Census Tract 4331.02, Los Angeles County, California",6037433102,433102,2156,1550,71.89,244.00,11.32,10.00,0.46,92.00,4.27,243.00,11.27
"Census Tract 4332, Los Angeles County, California",6037433200,433200,2614,2001,76.55,258.00,9.87,47.00,1.80,58.00,2.22,201.00,7.69
"Census Tract 4333.02, Los Angeles County, California",6037433302,433302,626,557,88.98,30.00,4.79,0.00,0.00,10.00,1.60,18.00,2.88
"Census Tract 4333.04, Los Angeles County, California",6037433304,433304,1925,1696,88.10,128.00,6.65,0.00,0.00,27.00,1.40,74.00,3.84
"Census Tract 4333.05, Los Angeles County, California",6037433305,433305,2174,1988,91.44,69.00,3.17,0.00,0.00,25.00,1.15,59.00,2.71
"Census Tract 4333.06, Los Angeles County, California",6037433306,433306,1294,1218,94.13,37.00,2.86,0.00,0.00,18.00,1.39,14.00,1.08
"Census Tract 4333.07, Los Angeles County, California",6037433307,433307,1328,1219,91.79,64.00,4.82,0.00,0.00,8.00,0.60,37.00,2.79
"Census Tract 4334.01, Los Angeles County, California",6037433401,433401,1302,1118,85.87,60.00,4.61,14.00,1.08,42.00,3.23,47.00,3.61
"Census Tract 4334.02, Los Angeles County, California",6037433402,433402,1511,1397,92.46,22.00,1.46,20.00,1.32,24.00,1.59,15.00,0.99
"Census Tract 4334.03, Los Angeles County, California",6037433403,433403,1827,1583,86.64,116.00,6.35,17.00,0.93,69.00,3.78,26.00,1.42
"Census Tract 4335.01, Los Angeles County, California",6037433501,433501,583,499,85.59,38.00,6.52,4.00,0.69,22.00,3.77,0.00,0.00
"Census Tract 4335.03, Los Angeles County, California",6037433503,433503,1179,974,82.61,52.00,4.41,0.00,0.00,53.00,4.50,90.00,7.63
"Census Tract 4335.04, Los Angeles County, California",6037433504,433504,2097,1491,71.10,60.00,2.86,38.00,1.81,391.00,18.65,117.00,5.58
"Census Tract 4336.01, Los Angeles County, California",6037433601,433601,2112,1884,89.20,25.00,1.18,5.00,0.24,60.00,2.84,122.00,5.78
"Census Tract 4336.02, Los Angeles County, California",6037433602,433602,1031,927,89.91,62.00,6.01,0.00,0.00,0.00,0.00,42.00,4.07
"Census Tract 4337, Los Angeles County, California",6037433700,433700,1788,1531,85.63,46.00,2.57,0.00,0.00,88.00,4.92,104.00,5.82
"Census Tract 4338.01, Los Angeles County, California",6037433801,433801,2355,2014,85.52,131.00,5.56,0.00,0.00,123.00,5.22,55.00,2.34
"Census Tract 4338.02, Los Angeles County, California",6037433802,433802,1394,1288,92.40,10.00,0.72,0.00,0.00,0.00,0.00,68.00,4.88
"Census Tract 4339.01, Los Angeles County, California",6037433901,433901,2406,2126,88.36,63.00,2.62,0.00,0.00,119.00,4.95,98.00,4.07
